Survived,Pclass,Age,SibSp,Parch,Fare,Sex_enc,Embarked_Q,Embarked_S
0,1,0.34656948982156316,1,0,0.3299949696035701,1,False,False
0,1,0.5224930887157577,1,0,0.20883012480571742,1,False,True
1,3,,0,0,0.029032206504721006,1,False,False
0,3,0.2586076903744659,0,0,0.03232850970550049,1,False,True
0,3,0.22090977632571,2,0,0.0722873508942868,0,False,True
1,3,0.17064589092736868,1,0,0.04514626180823911,0,False,False
0,3,0.49736114601658704,1,0,0.03805125831796485,0,False,True
0,2,0.33400351847197784,1,0,0.08433524271000126,0,False,True
0,3,,0,0,0.031709248066172764,1,False,False
1,2,0.032420206081930136,1,2,0.16698056779465165,0,False,False
1,3,0.2334757476752953,0,0,0.03164258306479247,0,True,False
0,3,,0,0,0.03232850970550049,1,False,True
0,3,,1,0,0.06224744104785808,1,True,False
1,3,,0,0,0.03112372052392904,0,True,False
0,3,,2,0,0.08706288541707903,1,False,False
0,3,0.22090977632571,1,0,0.0714841581065725,0,False,True
0,3,0.08268409148027142,4,1,0.15938356881205595,1,False,True
0,3,0.2586076903744659,0,0,0.03132451872085761,1,False,True
1,1,0.610454888162855,1,0,0.3081417002354395,0,False,False
1,2,0.35913546117114853,1,0,0.10441506240285871,0,False,True
0,1,0.8115104297562202,0,1,0.24890623214151,1,False,False
1,1,,0,0,0.14256671981928784,1,False,True
1,2,0.2586076903744659,0,0,0.04216762135500063,0,False,True
0,3,0.35285247549635584,0,0,0.029032206504721006,1,False,False
1,2,0.05755214878110078,1,2,0.11144299929535881,0,False,True
0,3,0.1329479768786127,5,2,0.1883487087190028,1,False,True
0,3,0.2711736617240512,0,0,0.029032206504721006,1,False,False
1,1,0.4722292033174164,0,0,0.3212771150857191,0,False,False
0,1,0.5601910027645137,1,0,0.335232589772255,1,False,True
0,3,0.04498617743151546,3,2,0.11204539388614453,1,False,True
0,1,,0,0,0.11132573314835252,1,False,False
1,3,,1,1,0.0612265830146732,1,False,False
1,2,0.35913546117114853,0,0,0.04216762135500063,0,False,True
0,3,0.2334757476752953,0,0,0.03276343860004778,1,False,True
1,3,0.20834380497612465,4,2,0.03182651421317905,0,False,True
0,3,0.32143754712239253,2,0,0.03478828761787552,1,False,True
0,2,0.39683337521990447,0,0,0.04216762135500063,1,False,True
0,3,0.19577783362653933,5,2,0.1883487087190028,0,False,True
0,2,0.2586076903744659,0,0,0.2951733494850044,1,False,True
0,3,0.32143754712239253,1,0,0.05804754596090001,1,False,False
1,3,0.39683337521990447,0,0,0.22688509548074712,1,False,True
0,3,0.3088715757728072,0,0,0.03072212413007189,1,False,True
0,3,,0,0,0.031709248066172764,1,False,True
0,3,,0,0,0.03232850970550049,1,False,True
1,2,0.005152048253329982,0,2,0.11646295421857317,1,False,True
1,3,0.37170143252073384,0,0,0.05009915013367932,0,False,True
0,3,0.2711736617240512,0,0,0.0361436754471434,1,False,True
1,3,0.35913546117114853,0,0,0.03815165741642915,1,False,True
1,3,,0,0,0.031274319171625466,0,True,False
0,1,0.34656948982156316,0,0,0.18915190150671712,1,False,True
1,2,0.20834380497612465,0,0,0.04216762135500063,0,False,True
1,3,0.4093993465694898,3,0,0.0636530284263581,0,False,True
0,3,0.19577783362653933,1,3,0.13804876038839492,1,False,True
0,3,,0,0,0.03232850970550049,1,False,True
1,1,0.2837396330736366,3,2,1.0,0,False,True
0,3,0.2963056044232219,0,0,0.03232850970550049,1,False,True
0,3,0.35913546117114853,0,0,0.03232850970550049,1,False,True
0,3,0.24604171902488062,0,0,0.031542183966328186,1,False,True
0,1,0.5727569741140991,1,0,0.2456765939421108,1,False,True
0,3,0.32143754712239253,1,2,0.08262845803610838,1,False,True
0,3,0.7361146016587082,0,0,0.029115738554643292,1,False,True
0,3,,0,0,0.03232850970550049,1,False,True
0,1,0.8869062578537321,0,0,0.1391700175200441,1,False,False
1,1,0.2837396330736366,0,1,0.254444648009194,1,False,False
1,2,0.4219653179190751,0,1,0.09236717058714425,0,False,True
0,2,0.4219653179190751,1,0,0.10441506240285871,1,False,True
0,3,0.34656948982156316,0,0,0.031709248066172764,0,False,True
0,3,,0,0,0.031709248066172764,1,False,True
0,1,0.2586076903744659,0,1,0.3103838129023439,1,False,True
0,3,0.4093993465694898,0,0,0.03475495511718538,1,False,True
0,3,0.4596632319678311,2,0,0.03182651421317905,1,False,True
0,3,0.34656948982156316,0,0,0.031709248066172764,1,False,True
1,3,0.2586076903744659,0,0,0.03072212413007189,0,False,True
1,3,,0,0,0.031224119622393326,1,False,True
0,3,0.4722292033174164,0,0,0.031709248066172764,1,False,True
1,3,,1,0,0.09698552911650145,0,True,False
0,1,0.5853229454636844,0,0,0.20883012480571742,1,False,True
0,3,0.17692887660216136,1,0,0.05804754596090001,0,False,False
0,3,0.2711736617240512,0,0,0.03232850970550049,1,False,True
0,3,0.24604171902488062,1,0,0.039456845696464876,0,False,True
0,3,0.20834380497612465,0,0,0.05806401141304816,0,False,False
0,3,0.2586076903744659,0,0,0.03182651421317905,1,False,True
0,3,0.8806232721789394,0,0,0.03112372052392904,1,True,False
0,2,0.35913546117114853,1,0,0.08433524271000126,1,False,True
0,1,0.2963056044232219,0,1,0.9940346068463658,1,False,False
0,3,0.01985423473234481,4,2,0.1255992721788233,0,False,True
0,2,0.2586076903744659,2,0,0.2951733494850044,1,False,True
0,3,,0,0,0.03232850970550049,1,False,True
0,2,0.40311636089469716,1,0,0.12076324840399552,1,False,False
1,2,0.40311636089469716,0,0,0.052207531201429354,0,False,True
0,1,0.6732847449107816,0,1,0.3103838129023439,1,False,True
1,3,0.14551394822819805,1,0,0.04514626180823911,1,False,False
0,3,,0,0,0.03112372052392904,1,True,False
1,3,0.2963056044232219,0,0,0.028680809660096,1,False,True
1,3,,1,1,0.08979012652776291,0,False,False
0,3,0.5601910027645137,0,0,0.02801134847153613,1,False,True
0,3,0.4093993465694898,0,0,0.031709248066172764,1,False,False
0,3,0.24604171902488062,0,0,0.028312545766928994,1,False,True
0,3,0.5853229454636844,1,0,0.058231477109286583,0,False,True
1,2,0.35913546117114853,1,0,0.10441506240285871,0,False,True
0,2,0.3088715757728072,0,0,0.052207531201429354,1,False,True
0,2,0.2837396330736366,0,0,0.060423390226958903,1,False,False
1,1,0.2334757476752953,0,2,0.10555278498665602,0,False,True
0,1,0.4596632319678311,1,0,0.21324768513814607,1,False,True
0,3,0.19577783362653933,0,0,0.03701393483263184,1,False,True
0,1,0.2963056044232219,0,0,0.31806434393486194,1,False,False
0,3,,0,2,0.0612265830146732,0,False,False
1,3,0.2711736617240512,0,0,0.03112372052392904,0,False,True
1,3,0.2963056044232219,1,0,0.0636530284263581,0,False,True
0,3,0.2334757476752953,0,0,0.02710775658535755,1,True,False
0,2,0.22090977632571,0,0,0.046183585293572124,1,False,True
0,2,0.2334757476752953,1,1,0.1475866747425022,1,False,True
1,3,0.33400351847197784,0,0,0.03130765167231561,1,False,True
0,3,0.10781603417944208,2,2,0.13804876038839492,0,False,True
0,2,0.4533802462930384,0,2,0.10441506240285871,1,False,True
0,2,0.5224930887157577,0,0,0.052207531201429354,1,False,True
0,2,0.6355868308620256,0,0,0.0502999483306079,1,False,True
1,1,0.2711736617240512,1,0,0.2674631983088611,0,False,True
0,3,0.6921337019351597,0,0,0.03232850970550049,1,False,True
0,3,0.5036441316913798,0,2,0.058231477109286583,1,False,True
0,3,,0,0,0.02936673630080401,1,False,True
0,1,0.6355868308620256,0,1,0.2464966537783671,1,False,False
1,3,0.19577783362653933,0,0,0.031056653926154892,0,True,False
0,3,0.37170143252073384,0,0,0.03232850970550049,1,False,True
0,3,,0,0,0.03478828761787552,1,False,True
0,3,,8,2,0.27931029192764706,1,False,True
0,3,0.5476250314149284,0,1,0.06465701941100098,1,False,True
1,2,0.49736114601658704,0,0,0.06325143203250094,0,False,True
0,3,0.32143754712239253,0,0,0.031224119622393326,1,False,True
0,3,0.20834380497612465,0,0,0.03478828761787552,1,False,True
0,3,0.007288263382759488,4,1,0.15938356881205595,1,False,True
1,3,0.10781603417944208,0,2,0.0824276598391798,1,False,True
1,1,,0,1,0.2208780166214319,0,False,True
0,3,0.5601910027645137,1,4,0.11204539388614453,0,False,True
0,1,,0,0,0.10411386510746586,1,False,True
0,3,0.34656948982156316,0,0,0.22688509548074712,1,False,True
0,1,0.7612465443578789,0,0,0.13453479194214488,1,False,True
0,3,0.04498617743151546,4,1,0.1169649497108946,1,True,False
1,3,0.007288263382759488,1,1,0.044710931317297954,0,False,True
0,3,0.2586076903744659,0,0,0.03182651421317905,1,False,True
0,1,0.6984166876099522,0,0,0.1232732258656027,1,False,False
0,3,0.22090977632571,1,1,0.031542183966328186,1,False,True
0,3,,3,1,0.10227334883441853,1,False,True
0,1,0.6230208595124404,0,0,0.11530836458623386,0,False,False
0,2,0.37170143252073384,0,0,0.052207531201429354,1,False,True
0,3,0.4470972606182458,0,0,0.0,1,False,True
0,3,,8,2,0.27931029192764706,0,False,True
0,2,,0,0,0.06044025727550091,1,False,False
0,3,0.10781603417944208,4,2,0.1260510681219126,1,False,True
1,2,0.007288263382759488,2,1,0.15662259360428807,1,False,True
1,3,0.04498617743151546,0,2,0.08845160574703703,0,False,True
0,1,,0,0,0.20079819692857442,1,False,True
1,3,,1,0,0.06224744104785808,0,True,False
1,1,0.5601910027645137,0,0,0.10662384256907304,1,False,True
0,3,0.49736114601658704,1,1,0.06224744104785808,1,True,False
0,3,0.4470972606182458,0,0,0.031709248066172764,1,False,True
1,2,0.39683337521990447,0,0,0.052207531201429354,0,False,True
0,2,0.2334757476752953,0,0,0.052207531201429354,1,False,True
1,3,0.2334757476752953,1,0,0.031542183966328186,0,False,True
1,2,0.032420206081930136,1,1,0.10441506240285871,1,False,True
1,1,0.5476250314149284,0,0,0.11132573314835252,0,False,False
1,1,0.723548630309123,0,0,0.5884222490506454,0,False,False
0,3,,0,0,0.03112372052392904,1,True,False
0,3,0.5224930887157577,0,1,0.033750964132542506,1,False,True
1,3,,0,0,0.03112372052392904,0,True,False
0,2,0.2963056044232219,0,0,0.052207531201429354,0,False,True
0,3,0.34656948982156316,0,0,0.03815165741642915,1,False,True
0,3,,8,2,0.27931029192764706,1,False,True
0,3,0.4219653179190751,0,0,0.026086898552172676,1,False,True
0,3,0.5664739884393064,0,0,0.029015339456179005,1,False,False
1,3,0.22090977632571,0,0,0.03232850970550049,1,False,True
0,3,0.01985423473234481,0,1,0.0420170227073042,0,False,True
0,3,0.39683337521990447,1,0,0.0636530284263581,1,False,True
1,3,0.32143754712239253,0,0,0.07544992249591186,1,False,False
1,3,0.19577783362653933,0,0,0.03112372052392904,0,True,False
1,1,0.49736114601658704,0,0,0.12449488209571616,1,False,False
0,3,0.2963056044232219,0,0,0.028312545766928994,1,False,True
1,2,0.4345312892686604,0,0,0.08433524271000126,0,False,True
0,3,0.2711736617240512,0,0,0.029115738554643292,1,False,True
0,2,0.37170143252073384,0,0,0.052207531201429354,1,False,True
0,3,,1,0,0.03112372052392904,1,True,False
1,1,0.38426740387031916,1,0,0.4549083151416854,0,False,False
1,3,0.33400351847197784,0,0,0.03182651421317905,0,False,True
0,2,0.5224930887157577,1,0,0.1084310263414302,1,False,True
1,1,0.39683337521990447,0,0,0.3063847160123145,0,False,False
0,2,0.37170143252073384,0,0,0.04216762135500063,1,False,True
1,3,0.19577783362653933,0,0,0.03232850970550049,1,False,True
0,2,0.33400351847197784,0,0,0.052207531201429354,1,False,True
0,3,0.6355868308620256,0,0,0.03232850970550049,1,False,True
0,3,,0,0,0.031709248066172764,1,False,True
1,1,0.4722292033174164,1,0,0.361436754471434,1,False,True
0,3,0.2711736617240512,0,0,0.03754926282564342,1,False,True
1,2,0.2334757476752953,0,0,0.04216762135500063,1,False,True
0,3,0.2523247046996733,0,0,0.029115738554643292,1,False,True
0,2,0.22090977632571,0,0,0.052207531201429354,1,False,True
0,3,,3,1,0.10227334883441853,0,False,True
1,1,0.4345312892686604,1,0,0.335232589772255,0,False,True
0,3,0.35913546117114853,0,0,0.031224119622393326,1,False,True
0,2,0.7361146016587082,0,0,0.0542155131707151,1,False,True
1,3,0.05755214878110078,4,2,0.1260510681219126,0,False,True
0,2,0.2963056044232219,0,0,0.04216762135500063,1,False,True
0,3,,0,0,0.03032052773621474,0,False,True
0,2,0.5476250314149284,1,0,0.10441506240285871,1,False,True
1,2,0.09525006282985675,0,2,0.10541905338750159,0,False,True
0,2,0.2334757476752953,0,0,0.04216762135500063,1,False,True
0,2,0.4093993465694898,0,0,0.04929595734596503,1,False,True
0,3,,1,0,0.05804754596090001,0,False,False
1,3,,1,0,0.06224744104785808,0,True,False
0,2,0.35913546117114853,0,0,0.04216762135500063,1,False,True
0,3,0.2711736617240512,0,0,0.028613743062321857,1,False,True
0,3,0.37170143252073384,0,0,0.029015339456179005,1,False,False
0,1,0.5476250314149284,2,0,0.361436754471434,1,True,False
0,3,0.3088715757728072,0,0,0.031224119622393326,0,False,True
1,2,0.2963056044232219,0,2,0.058231477109286583,0,False,True
1,1,0.4596632319678311,1,1,0.21105577202047374,1,False,True
0,2,0.6732847449107816,1,0,0.10441506240285871,1,False,True
0,3,,0,0,0.029115738554643292,1,False,True
0,3,0.35913546117114853,1,1,0.0420170227073042,0,False,True
0,1,0.7738125157074642,0,0,0.10662384256907304,1,False,True
0,3,0.37170143252073384,1,0,0.06465701941100098,1,False,True
0,3,0.5099271173661725,0,2,0.08117267110837621,0,False,True
1,3,0.35913546117114853,0,2,0.0612265830146732,0,False,False
1,1,,0,0,0.31806434393486194,0,False,False
1,1,0.37170143252073384,0,0,0.3473808806864338,0,False,True
1,1,0.4345312892686604,0,0,1.0,0,False,False
1,2,0.6230208595124404,0,1,0.10441506240285871,0,False,True
0,3,,0,0,0.03112372052392904,1,True,False
1,3,0.032420206081930136,4,2,0.1260510681219126,1,False,True
0,1,0.648152802211611,1,1,0.3198715277072191,1,False,True
0,1,0.49736114601658704,0,0,0.0,1,False,True
0,3,,0,0,0.03112372052392904,0,True,False
0,2,0.4470972606182458,0,0,0.04216762135500063,1,False,True
0,3,0.19577783362653933,4,1,0.15938356881205595,1,False,True
1,3,0.3088715757728072,1,0,0.031224119622393326,1,False,True
1,1,0.723548630309123,0,1,0.6162998659230271,0,False,True
1,1,0.4345312892686604,0,0,0.5446984416694483,0,False,True
0,1,,0,0,0.12449488209571616,1,False,True
1,3,0.3088715757728072,0,0,0.0,1,False,True
1,2,0.5099271173661725,0,1,0.07831129680214403,0,False,True
0,1,0.4596632319678311,0,1,0.11927412897557321,1,False,False
1,3,,0,0,0.03112372052392904,0,True,False
1,1,0.7863784870570495,1,0,0.31307772151233765,0,False,True
0,3,0.5601910027645137,0,0,0.03112372052392904,0,False,True
0,2,,0,0,0.0,1,False,True
0,3,0.08268409148027142,4,1,0.1169649497108946,1,True,False
1,3,0.4345312892686604,1,1,0.08132326975607265,0,False,True
0,3,0.8115104297562202,0,0,0.03112372052392904,1,True,False
0,3,0.34656948982156316,0,0,0.031542183966328186,1,False,True
0,3,0.19577783362653933,0,0,0.03815165741642915,1,False,True
1,3,0.2334757476752953,0,0,0.03232850970550049,1,False,True
0,1,,0,0,0.10441506240285871,1,False,True
0,3,0.4093993465694898,0,0,0.03478828761787552,1,False,False
1,3,0.37170143252073384,0,0,0.03815165741642915,1,False,True
0,3,0.2711736617240512,0,0,0.031709248066172764,1,False,True
1,2,0.5224930887157577,0,0,0.052207531201429354,1,False,True
1,3,0.2711736617240512,0,0,0.03112372052392904,0,True,False
1,1,0.32143754712239253,0,0,0.3166587565563619,0,False,True
1,1,0.2334757476752953,1,0,0.3657707827539403,0,False,False
0,2,0.4470972606182458,0,0,0.051705535709107915,1,False,False
0,3,0.2963056044232219,0,0,0.035541280856357674,0,False,True
0,3,0.2963056044232219,0,0,0.031709248066172764,1,False,True
0,1,,0,0,0.11132573314835252,1,False,False
0,3,0.2900226187484292,0,0,0.029032206504721006,1,False,False
0,1,0.01985423473234481,1,2,0.6086193348905091,0,False,True
1,1,,0,0,0.1224869001264304,1,False,True
1,1,0.6230208595124404,0,1,0.9940346068463658,0,False,False
1,3,,0,0,0.03112372052392904,0,True,False
1,3,,2,0,0.09337116157178711,1,True,False
0,3,0.2334757476752953,0,0,0.0,1,False,True
1,2,,0,0,0.04959715464135789,0,True,False
0,3,,0,0,0.03232850970550049,1,False,True
1,1,0.006282985674792663,1,2,0.6086193348905091,1,False,True
1,1,,0,0,0.445303334189804,0,False,False
1,1,0.20834380497612465,1,0,0.43733847291043515,0,False,False
0,2,0.37170143252073384,1,0,0.09638313452571573,1,False,False
1,1,0.37170143252073384,0,0,0.228625614251724,0,False,False
1,1,0.2963056044232219,0,0,0.33396073399290943,0,False,False
1,1,0.22090977632571,2,2,1.0,0,False,False
0,2,0.32143754712239253,1,1,0.10441506240285871,0,False,True
0,3,0.34656948982156316,0,0,0.031709248066172764,1,False,True
0,2,0.5350590600653431,1,1,0.10541905338750159,1,False,True
1,3,0.32143754712239253,0,0,0.031542183966328186,0,False,True
1,2,0.2963056044232219,1,0,0.10441506240285871,0,False,True
0,2,0.6732847449107816,0,0,0.05622349514000084,1,False,True
1,1,0.38426740387031916,0,2,0.662098721871284,0,False,True
1,1,0.49736114601658704,1,1,0.5401471497378653,0,False,False
0,3,0.2711736617240512,0,0,0.029115738554643292,1,False,True
0,3,0.33400351847197784,0,0,0.031709248066172764,1,False,True
1,2,0.37170143252073384,0,0,0.04959715464135789,0,True,False
1,2,0.2711736617240512,1,1,0.11646295421857317,0,False,True
0,3,,8,2,0.27931029192764706,1,False,True
1,1,0.4470972606182458,0,0,0.5446984416694483,0,False,False
0,3,0.7612465443578789,0,0,0.02504957506683966,1,False,True
1,2,0.4470972606182458,0,0,0.052207531201429354,0,False,True
1,3,0.38426740387031916,1,1,0.0824276598391798,0,False,True
1,1,0.19577783362653933,0,1,0.23284237638722405,0,False,False
1,3,,2,0,0.09337116157178711,0,True,False
0,1,0.5664739884393064,0,0,0.11445497224928743,1,False,True
0,1,0.4722292033174164,0,1,0.6162998659230271,1,False,True
0,3,0.19577783362653933,2,0,0.0722873508942868,1,False,True
1,1,,1,0,0.5367335803900795,0,False,True
0,3,,0,0,0.031709248066172764,1,False,True
0,1,0.35913546117114853,1,0,0.2674631983088611,1,False,True
1,1,0.5099271173661725,0,0,0.5401471497378653,0,False,False
1,3,0.5601910027645137,0,0,0.03232850970550049,1,False,True
0,1,0.5601910027645137,0,0,0.14256671981928784,1,False,True
1,2,0.01985423473234481,1,1,0.10441506240285871,1,False,True
1,1,0.2963056044232219,3,2,1.0,0,False,True
0,2,0.34656948982156316,0,0,0.052207531201429354,1,False,True
0,2,0.3088715757728072,0,0,0.052207531201429354,1,False,True
0,2,0.4470972606182458,0,0,0.052207531201429354,1,False,True
1,2,0.2963056044232219,0,0,0.052207531201429354,0,False,True
1,2,0.49736114601658704,0,0,0.052207531201429354,0,False,True
1,3,,1,0,0.06465701941100098,0,False,True
1,3,0.032420206081930136,1,1,0.06385382662328667,1,False,True
0,3,0.5224930887157577,0,0,0.03478828761787552,1,False,True
0,3,0.2837396330736366,0,0,0.03704726733332198,1,False,True
0,1,,0,0,0.1405587378500021,1,False,True
0,3,0.18321186227695402,1,1,0.029032206504721006,1,False,False
0,3,0.3088715757728072,1,0,0.0714841581065725,1,False,True
0,3,,0,0,0.029015339456179005,1,False,False
0,3,0.34656948982156316,0,0,0.03815165741642915,1,False,True
1,1,0.2711736617240512,0,1,0.2208780166214319,0,False,True
0,2,0.4722292033174164,0,0,0.052207531201429354,0,False,True
1,3,,0,0,0.03164258306479247,0,True,False
1,3,,0,0,0.03164258306479247,0,True,False
0,3,0.49736114601658704,1,4,0.11204539388614453,1,False,True
0,2,0.35913546117114853,1,0,0.11132573314835252,1,False,False
0,3,0.5601910027645137,0,1,0.05804754596090001,0,False,False
0,3,0.4345312892686604,0,0,0.028312545766928994,1,False,True
0,3,,1,0,0.06224744104785808,1,True,False
0,3,0.37170143252073384,0,0,0.029115738554643292,1,False,True
1,1,0.7486805730082936,1,0,0.30220128637750454,0,False,False
1,3,,0,0,0.029032206504721006,0,False,False
1,3,,0,0,0.03112372052392904,0,True,False
1,1,0.2963056044232219,0,0,0.2783063009430042,0,False,False
1,1,0.3088715757728072,1,0,0.2226518678930989,1,False,False
0,3,0.22090977632571,1,0,0.026086898552172676,1,False,True
0,3,0.2334757476752953,0,0,0.03232850970550049,1,False,True
0,1,0.2711736617240512,0,0,0.5446984416694483,1,False,False
0,3,0.032420206081930136,3,1,0.08463644000539412,0,False,True
1,1,,1,0,0.3299949696035701,0,False,False
1,3,0.2711736617240512,0,0,0.029115738554643292,0,False,True
0,1,0.33400351847197784,0,2,0.8493763730078698,1,False,False
0,3,0.24604171902488062,0,0,0.016114055303518098,1,False,False
0,3,0.2334757476752953,0,0,0.031224119622393326,1,False,True
1,1,0.5224930887157577,0,0,0.913732195123478,0,False,False
1,3,0.007288263382759488,0,2,0.0632180995318108,0,False,False
0,3,0.39683337521990447,0,0,0.03182651421317905,1,False,True
1,1,0.4345312892686604,1,0,0.20883012480571742,0,False,True
0,3,,0,0,0.031709248066172764,1,False,True
0,2,0.22090977632571,0,0,0.2951733494850044,1,False,True
0,3,0.007288263382759488,5,2,0.1883487087190028,1,False,True
1,2,0.4470972606182458,0,0,0.052207531201429354,0,False,True
0,3,,0,0,0.03104018847400675,1,True,False
1,2,0.20834380497612465,0,0,0.048191567262857865,0,False,False
1,1,0.4470972606182458,1,2,0.48191567262857865,1,False,True
1,3,0.2586076903744659,0,0,0.03130765167231561,1,False,True
0,3,0.34656948982156316,2,0,0.03182651421317905,1,False,True
1,1,0.2837396330736366,1,0,0.4549083151416854,0,False,False
1,3,0.2963056044232219,0,2,0.06706659777414387,0,False,True
0,3,0.2711736617240512,0,0,0.03130765167231561,1,False,True
0,3,0.38426740387031916,0,0,0.031542183966328186,0,False,True
0,2,0.5727569741140991,0,0,0.10441506240285871,1,False,True
0,2,0.2837396330736366,0,0,0.04216762135500063,1,False,True
1,2,0.34656948982156316,0,0,0.05080194382292933,0,False,True
1,3,0.4847951746670017,0,0,0.03182651421317905,1,False,True
0,3,0.32143754712239253,0,0,0.03232850970550049,1,False,True
0,3,0.2586076903744659,1,0,0.039456845696464876,0,False,True
0,3,0.34656948982156316,1,0,0.0636530284263581,1,False,True
0,3,0.24604171902488062,0,0,0.03478828761787552,0,False,True
0,2,0.4219653179190751,1,0,0.08433524271000126,1,False,True
0,3,0.6355868308620256,0,0,0.03112372052392904,1,False,True
1,2,0.032420206081930136,1,1,0.07529932384821542,1,False,True
0,3,0.2586076903744659,0,0,0.031224119622393326,1,False,True
0,3,,3,1,0.10227334883441853,0,False,True
0,3,,0,0,0.031709248066172764,1,False,True
0,3,,0,0,0.027542685479904842,1,True,False
1,1,0.4093993465694898,1,0,0.361436754471434,0,True,False
0,2,,0,0,0.0,1,False,True
1,3,0.5476250314149284,0,0,0.03182651421317905,1,False,True
0,3,,0,0,0.03232850970550049,0,False,True
1,2,0.4219653179190751,1,1,0.1305188280035734,0,False,True
1,2,0.22090977632571,0,2,0.052207531201429354,0,False,True
0,2,0.37170143252073384,0,0,0.052207531201429354,1,False,True
0,3,0.12038200552902739,0,2,0.09698552911650145,0,False,True
0,3,,0,0,0.031709248066172764,1,False,False
0,3,0.2586076903744659,0,0,0.031056653926154892,1,True,False
0,3,0.35913546117114853,0,0,0.03162571601625047,1,False,True
0,3,0.34656948982156316,1,1,0.05782988071542944,0,False,True
0,3,0.22090977632571,1,1,0.08117267110837621,1,False,True
0,3,,0,0,0.029115738554643292,1,False,True
1,2,0.34656948982156316,1,0,0.10441506240285871,0,False,True
1,2,0.2334757476752953,0,0,0.10441506240285871,0,False,True
0,3,,0,0,0.03112372052392904,1,True,False
1,3,0.39683337521990447,0,0,0.03232850970550049,1,False,True
1,1,0.34656948982156316,0,0,0.10662384256907304,1,False,True
1,3,,1,0,0.06465701941100098,0,False,True
1,2,0.5224930887157577,1,0,0.10441506240285871,0,False,True
0,3,0.20834380497612465,0,0,0.028613743062321857,1,False,True
0,1,0.6230208595124404,1,0,0.22449238416614622,1,False,True
1,1,0.17064589092736868,1,2,0.48191567262857865,0,False,True
0,3,0.2586076903744659,2,2,0.13804876038839492,0,False,True
1,2,0.2963056044232219,2,3,0.07529932384821542,0,False,True
0,1,0.7989444584066349,1,4,1.0,1,False,True
0,2,0.38426740387031916,0,0,0.04216762135500063,1,False,True
1,2,0.5601910027645137,1,1,0.10541905338750159,0,False,True
0,3,0.24604171902488062,0,0,0.03815165741642915,1,False,True
0,3,0.3088715757728072,1,0,0.031224119622393326,1,False,True
1,2,0.34656948982156316,0,0,0.052207531201429354,0,False,True
1,3,,0,0,0.0325795074516612,1,False,True
1,1,0.04498617743151546,0,2,0.3287399808727665,1,False,True
1,2,0.15807991957778336,0,1,0.07831129680214403,0,False,True
1,1,0.4219653179190751,0,0,0.10662384256907304,1,False,True
1,3,0.05755214878110078,2,1,0.0773406383181913,0,False,False
1,1,0.648152802211611,0,0,0.1224869001264304,1,False,True
0,2,0.4470972606182458,1,2,0.11144299929535881,1,False,True
0,3,,1,0,0.08018554717227534,1,False,True
0,1,0.37170143252073384,0,0,0.11144299929535881,1,False,False
1,1,0.610454888162855,1,0,0.3578392539752617,1,False,False
0,3,,0,0,0.03232850970550049,1,False,True
1,3,0.35913546117114853,0,0,0.031709248066172764,1,False,False
0,1,0.8115104297562202,0,0,0.10662384256907304,1,False,True
1,1,,1,0,0.20827792976416382,0,False,True
1,2,0.6230208595124404,0,0,0.04216762135500063,0,False,True
0,3,,0,0,0.03112372052392904,1,True,False
